Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Year_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
41,no,Travel_Rarely,Research & Development,9,Male,3,1,LT,1,Divorced,2289,1,no,20,4,2,5,2,5,0,4,Post-Graduation,2016,,Work Environment,OFFICE,4,0,no,Walk-in,FullTime
38,no,Travel_Rarely,Research & Development,6,Female,2,1,LT,3,Married,3702,1,no,11,3,1,5,3,5,0,4,12th,2016,,Better Opportunity,WFH,3,2,no,Job Portal,Part Time
37,no,Travel_Rarely,Sales,9,Male,2,2,SE,2,Married,4189,1,no,14,3,2,5,2,5,0,3,Post-Graduation,2016,,Better Opportunity,WFH,2,1,yes,Recruiter,Part Time
44,yes,Travel_Frequently,Research & Development,1,Male,3,1,RS,2,Divorced,2342,1,yes,12,3,3,6,2,5,2,3,PHD,2016,,Work Environment,OFFICE,3,1,no,Job Portal,Contract
28,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Married,2044,1,no,11,3,1,5,6,5,0,3,Post-Graduation,2016,,Dept.Head,WFH,3,1,no,Walk-in,Contract
26,yes,Travel_Rarely,Human Resources,20,Female,3,1,HR,2,Married,2148,0,yes,11,3,0,6,3,5,1,4,12th,2016,,Salary,WFH,1,1,no,Job Portal,FullTime
40,no,Travel_Rarely,Research & Development,1,Female,3,2,HCR,4,Divorced,6513,4,no,17,3,1,12,3,5,0,3,12th,2016,,Dept.Head,WFH,4,2,yes,Recruiter,Contract
35,no,Travel_Rarely,Research & Development,23,Male,1,1,LT,3,Married,2705,0,no,16,3,1,6,2,5,0,3,Graduation,2016,,Work Environment,OFFICE,3,2,yes,Walk-in,FullTime
26,no,Travel_Rarely,Sales,10,Male,3,2,SE,4,Single,4684,1,no,13,3,0,5,4,5,1,2,Graduation,2016,,Better Opportunity,WFH,2,3,no,Job Event,FullTime
27,no,Travel_Frequently,Research & Development,5,Female,3,1,LT,4,Single,2379,0,yes,14,3,0,6,3,5,0,2,Post-Graduation,2016,,Salary,WFH,1,2,yes,Walk-in,Contract
55,no,Travel_Rarely,Research & Development,2,Male,2,1,RS,4,Married,2662,8,no,20,4,1,19,2,5,0,4,PHD,2016,,Salary,OFFICE,5,3,no,Recruiter,FullTime
34,no,Travel_Rarely,Sales,4,Male,3,3,SE,4,Married,9713,2,yes,13,3,3,9,3,5,1,0,12th,2016,,Salary,WFH,2,2,no,Recruiter,Part Time
37,no,Travel_Rarely,Research & Development,7,Male,3,2,RS,1,Married,4284,5,yes,22,4,1,16,2,5,0,4,12th,2016,,Better Opportunity,WFH,2,1,yes,Job Event,Part Time
34,yes,Non-Travel,Research & Development,16,Male,1,1,RS,1,Married,2307,1,yes,23,4,1,5,2,5,3,0,Graduation,2016,,Work Accident,WFH,0,1,yes,Job Portal,FullTime
41,no,Travel_Rarely,Sales,8,Female,3,2,SE,2,Married,4393,5,no,21,4,1,14,3,5,1,4,12th,2016,,Salary,WFH,5,2,no,Job Event,Part Time
31,no,Travel_Rarely,Sales,10,Female,3,2,SE,4,Divorced,6583,2,yes,11,3,1,8,2,5,1,4,PHD,2016,,Work Environment,OFFICE,4,0,yes,Job Portal,FullTime
27,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,2,Married,2226,1,no,11,3,1,6,3,5,1,2,Post-Graduation,2016,,Dept.Head,WFH,4,1,yes,Recruiter,FullTime
38,no,Travel_Rarely,Research & Development,9,Male,3,1,RS,4,Divorced,4771,2,no,19,3,2,10,0,5,0,3,PHD,2016,,Work Accident,OFFICE,0,3,no,Recruiter,FullTime
49,no,Travel_Frequently,Research & Development,2,Male,3,5,RD,4,Married,19161,3,no,15,3,0,28,3,5,4,3,12th,2016,,Salary,OFFICE,1,2,yes,Walk-in,FullTime
35,no,Travel_Rarely,Sales,18,Male,3,2,SE,1,Married,5561,0,no,16,3,1,6,2,5,0,4,Graduation,2016,,Work Environment,OFFICE,4,2,no,Walk-in,Part Time
28,no,Non-Travel,Research & Development,16,Male,3,1,RS,3,Single,2144,1,no,14,3,0,5,3,5,1,4,Post-Graduation,2016,,Salary,WFH,1,3,yes,Job Event,Contract
36,no,Non-Travel,Research & Development,9,Male,4,1,LT,2,Married,2810,1,no,22,4,0,5,3,5,0,2,Post-Graduation,2016,,Dept.Head,OFFICE,0,0,no,Job Portal,FullTime
29,no,Travel_Rarely,Research & Development,1,Male,3,2,HCR,1,Married,5373,0,no,12,3,1,6,5,5,0,2,PHD,2016,,Work Environment,WFH,3,3,yes,Job Event,Contract
32,no,Non-Travel,Research & Development,15,Female,3,2,HCR,4,Divorced,6667,5,no,18,3,1,9,6,5,1,2,12th,2016,,Work Environment,OFFICE,1,0,yes,Job Portal,Contract
54,no,Travel_Rarely,Research & Development,10,Female,3,2,MD,1,Single,4440,6,yes,19,3,0,9,3,5,1,4,Post-Graduation,2016,,Better Opportunity,WFH,1,0,no,Job Event,FullTime
23,no,Travel_Rarely,Research & Development,12,Male,3,1,LT,4,Single,2647,1,no,13,3,0,5,6,5,1,4,12th,2016,,Better Opportunity,OFFICE,5,2,yes,Job Event,Part Time
41,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Married,2782,3,no,22,4,1,12,3,5,1,0,12th,2016,,Work Environment,WFH,1,3,yes,Job Event,FullTime
25,no,Travel_Rarely,Sales,8,Female,3,2,SE,3,Divorced,4907,0,yes,22,4,1,6,3,5,0,4,Post-Graduation,2016,,Work Accident,WFH,5,0,yes,Walk-in,Part Time
41,no,Travel_Rarely,Sales,3,Male,2,2,SE,2,Divorced,8938,2,no,11,3,1,14,5,5,0,4,PHD,2016,,Dept.Head,WFH,4,3,no,Job Event,Part Time
45,no,Travel_Rarely,Sales,20,Female,3,2,SE,3,Single,4850,8,no,15,3,0,8,3,5,0,1,PHD,2016,,Work Accident,OFFICE,4,1,no,Job Portal,Contract
40,no,Travel_Rarely,Research & Development,2,Female,3,1,RS,3,Married,2001,2,no,14,3,3,20,2,5,0,2,12th,2016,,Salary,OFFICE,0,0,no,Job Event,FullTime
29,no,Travel_Rarely,Research & Development,28,Female,2,1,RS,1,Single,3785,1,no,14,3,0,5,3,5,0,4,Post-Graduation,2016,,Salary,WFH,4,3,no,Walk-in,Part Time
36,no,Travel_Frequently,Research & Development,23,Male,4,2,LT,4,Married,2571,4,no,17,3,1,17,3,5,0,3,12th,2016,,Work Environment,WFH,0,1,no,Job Event,Contract
41,yes,Travel_Rarely,Sales,1,Female,3,2,SE,4,Single,5993,8,yes,11,3,0,8,0,6,0,5,Post-Graduation,2015,,Salary,WFH,0,0,no,Job Portal,Contract
32,no,Travel_Rarely,Research & Development,5,Male,4,1,RS,2,Divorced,3298,0,yes,12,3,2,7,5,6,0,5,Post-Graduation,2015,,Better Opportunity,WFH,5,1,yes,Recruiter,Part Time
36,no,Travel_Frequently,Research & Development,11,Male,2,2,MD,2,Single,6499,1,no,13,3,0,6,3,6,0,3,PHD,2015,,Work Environment,OFFICE,2,1,no,Recruiter,Contract
35,no,Travel_Rarely,Research & Development,1,Male,2,1,RS,3,Single,2859,1,no,18,3,0,6,3,6,0,4,PHD,2015,,Salary,WFH,2,3,no,Job Portal,Contract
56,no,Travel_Rarely,Research & Development,7,Male,1,3,MD,4,Single,7260,4,no,11,3,0,37,3,6,0,2,Graduation,2015,,Work Accident,WFH,1,0,no,Walk-in,Part Time
25,yes,Travel_Rarely,Sales,5,Male,2,2,SE,3,Single,5744,1,yes,11,3,0,6,1,6,0,3,Graduation,2015,,Better Opportunity,OFFICE,4,0,no,Job Event,Part Time
45,no,Travel_Rarely,Research & Development,29,Male,3,1,RS,4,Single,3452,5,no,13,3,0,9,2,6,0,3,PHD,2015,,Work Environment,OFFICE,2,0,yes,Job Portal,Contract
35,no,Travel_Frequently,Research & Development,2,Female,3,2,LT,2,Single,4425,5,no,11,3,0,10,5,6,1,2,Post-Graduation,2015,,Dept.Head,OFFICE,1,1,no,Walk-in,FullTime
30,yes,Travel_Frequently,Sales,26,Female,2,2,SE,1,Single,6696,5,no,15,3,0,9,5,6,0,1,12th,2015,,Work Accident,OFFICE,5,3,yes,Job Portal,FullTime
29,yes,Travel_Rarely,Research & Development,1,Male,3,1,RS,3,Single,2058,0,no,14,3,0,7,1,6,1,5,PHD,2015,,Better Opportunity,WFH,0,0,no,Recruiter,Contract
54,no,Travel_Rarely,Sales,3,Female,3,2,SE,1,Married,5940,2,no,14,3,1,16,4,6,0,5,Graduation,2015,,Dept.Head,WFH,4,3,no,Job Event,Part Time
29,no,Travel_Rarely,Research & Development,15,Male,3,1,RS,4,Single,2340,1,no,19,3,0,6,1,6,1,5,Graduation,2015,,Work Environment,OFFICE,5,3,no,Job Portal,Contract
32,no,Travel_Rarely,Research & Development,2,Male,2,2,LT,1,Single,2176,4,no,13,3,0,9,5,6,0,4,PHD,2015,,Better Opportunity,OFFICE,4,3,no,Job Event,Part Time
25,no,Non-Travel,Research & Development,5,Male,4,2,HCR,1,Divorced,4000,1,no,12,3,2,6,2,6,1,5,12th,2015,,Work Environment,WFH,3,1,yes,Job Event,FullTime
26,no,Travel_Frequently,Research & Development,1,Female,3,2,MD,2,Divorced,6397,1,no,20,4,1,6,6,6,1,4,PHD,2015,,Better Opportunity,OFFICE,3,1,no,Recruiter,FullTime
37,no,Travel_Rarely,Research & Development,5,Male,3,2,MD,4,Divorced,6347,7,no,16,3,2,8,2,6,0,4,Graduation,2015,,Dept.Head,OFFICE,4,3,yes,Recruiter,FullTime
40,yes,Travel_Rarely,Sales,22,Male,2,2,SE,3,Married,6380,2,yes,12,3,2,8,6,6,1,0,PHD,2015,,Salary,WFH,4,3,yes,Job Event,Contract
26,yes,Travel_Frequently,Research & Development,3,Male,3,1,RS,1,Single,3102,0,no,22,4,0,7,2,6,0,4,Post-Graduation,2015,,Dept.Head,WFH,5,0,no,Walk-in,Contract
42,no,Travel_Frequently,Research & Development,28,Female,2,2,HCR,4,Married,4523,0,no,11,3,3,7,4,6,0,4,Graduation,2015,,Better Opportunity,OFFICE,4,3,no,Job Event,FullTime
31,no,Travel_Rarely,Sales,2,Male,3,2,SE,4,Single,6582,4,yes,13,3,0,10,2,6,0,5,Post-Graduation,2015,,Salary,WFH,1,1,no,Walk-in,Part Time
33,no,Travel_Rarely,Research & Development,1,Female,4,4,RD,3,Divorced,16184,4,no,19,3,1,10,2,6,0,5,12th,2015,,Dept.Head,WFH,2,3,yes,Job Event,Part Time
37,no,Travel_Rarely,Research & Development,1,Female,3,3,MD,4,Single,7491,4,no,17,3,0,12,3,6,1,2,PHD,2015,,Better Opportunity,OFFICE,1,0,no,Job Event,Part Time
37,no,Travel_Rarely,Research & Development,1,Female,3,2,MD,2,Married,6447,6,no,12,3,1,8,2,6,4,3,Graduation,2015,,Dept.Head,OFFICE,3,0,yes,Job Event,FullTime
24,no,Travel_Rarely,Research & Development,23,Male,4,1,RS,4,Married,2725,1,yes,11,3,2,6,3,6,1,4,Post-Graduation,2015,,Better Opportunity,OFFICE,1,3,no,Job Portal,Part Time
24,yes,Travel_Frequently,Research & Development,7,Female,3,1,LT,3,Married,2886,1,yes,16,3,1,6,4,6,1,2,PHD,2015,,Work Accident,WFH,0,0,yes,Walk-in,Contract
34,no,Travel_Rarely,Research & Development,1,Male,2,1,RS,4,Married,3622,1,yes,13,3,1,6,3,6,1,3,12th,2015,,Work Environment,WFH,3,1,yes,Job Event,Part Time
32,no,Travel_Rarely,Research & Development,9,Female,3,2,RS,4,Married,6322,1,yes,12,3,1,6,2,6,0,5,Post-Graduation,2015,,Dept.Head,WFH,4,3,yes,Job Portal,Contract
29,no,Travel_Rarely,Sales,3,Female,3,2,SE,3,Married,5561,1,no,14,3,1,6,5,6,1,2,Graduation,2015,,Better Opportunity,OFFICE,0,1,yes,Recruiter,FullTime
27,no,Travel_Frequently,Sales,3,Female,4,2,SE,4,Divorced,4647,1,yes,20,4,2,6,3,6,0,4,PHD,2015,,Salary,WFH,4,2,yes,Job Event,Contract
25,no,Travel_Rarely,Sales,26,Female,3,2,SE,4,Single,6180,1,no,23,4,0,6,5,6,1,4,Graduation,2015,,Better Opportunity,WFH,3,0,no,Recruiter,Part Time
34,no,Travel_Rarely,Sales,2,Male,3,2,SE,4,Single,6274,1,no,22,4,0,6,5,6,1,4,Post-Graduation,2015,,Work Environment,OFFICE,1,1,yes,Recruiter,Contract
34,no,Travel_Rarely,Research & Development,2,Female,2,1,RS,1,Single,4381,1,no,11,3,0,6,3,6,1,3,Graduation,2015,,Dept.Head,WFH,1,3,yes,Recruiter,FullTime
35,no,Travel_Rarely,Research & Development,27,Female,2,1,RS,1,Single,2559,1,no,11,3,0,6,3,6,1,1,12th,2015,,Work Environment,OFFICE,1,3,yes,Recruiter,FullTime
31,no,Travel_Rarely,Research & Development,11,Male,3,1,RS,4,Married,2356,3,yes,19,3,1,8,2,6,0,2,PHD,2015,,Work Environment,OFFICE,3,1,no,Recruiter,Contract
58,no,Travel_Rarely,Research & Development,5,Female,2,3,HCR,2,Divorced,10552,2,yes,13,3,1,24,3,6,0,4,12th,2015,,Salary,WFH,1,2,no,Job Portal,Part Time
36,no,Travel_Rarely,Research & Development,7,Male,3,1,RS,4,Single,4678,2,no,18,3,0,8,6,6,0,1,PHD,2015,,Salary,OFFICE,2,2,no,Recruiter,FullTime
33,no,Travel_Frequently,Research & Development,1,Female,4,2,HCR,2,Married,5488,1,yes,13,3,1,6,2,6,1,2,12th,2015,,Work Accident,WFH,5,0,no,Walk-in,Part Time
59,no,Travel_Rarely,Sales,1,Male,3,3,Mngr,4,Married,11904,3,yes,14,3,1,14,1,6,0,4,Graduation,2015,,Work Environment,WFH,2,0,yes,Job Event,Part Time
45,no,Travel_Rarely,Human Resources,24,Male,3,1,HR,2,Single,2177,1,no,16,3,0,6,3,6,0,4,12th,2015,,Dept.Head,WFH,4,3,yes,Job Portal,Contract
30,no,Travel_Rarely,Research & Development,20,Male,3,2,MD,1,Married,9957,0,no,15,3,1,7,1,6,0,2,Post-Graduation,2015,,Dept.Head,OFFICE,3,3,no,Walk-in,FullTime
34,no,Travel_Frequently,Research & Development,3,Male,3,2,HCR,4,Single,7756,0,no,17,3,0,7,1,6,0,4,Graduation,2015,,Dept.Head,WFH,5,2,yes,Walk-in,Contract
37,no,Travel_Rarely,Research & Development,25,Female,2,2,HCR,4,Divorced,5731,7,no,13,3,2,9,2,6,1,3,12th,2015,,Dept.Head,WFH,5,2,no,Recruiter,FullTime
34,no,Travel_Rarely,Sales,9,Female,3,2,SE,3,Married,5714,1,no,20,4,0,6,3,6,1,3,PHD,2015,,Work Accident,OFFICE,5,3,yes,Recruiter,Contract
42,no,Travel_Rarely,Sales,4,Male,3,2,SE,1,Single,5155,7,no,13,3,0,9,3,6,1,5,Graduation,2015,,Work Accident,OFFICE,5,2,no,Job Portal,FullTime
44,yes,Travel_Rarely,Research & Development,10,Male,3,1,RS,3,Single,2936,1,yes,11,3,0,6,4,6,0,2,PHD,2015,,Work Environment,OFFICE,3,3,yes,Job Portal,FullTime
28,no,Travel_Rarely,Research & Development,19,Male,2,1,LT,1,Married,3196,1,no,12,3,3,6,2,6,3,3,Post-Graduation,2015,,Better Opportunity,WFH,0,3,no,Job Event,Part Time
46,no,Travel_Rarely,Research & Development,2,Male,3,2,MD,4,Divorced,7379,2,no,11,3,1,12,3,6,1,4,Post-Graduation,2015,,Better Opportunity,WFH,2,1,yes,Job Event,Contract
31,no,Travel_Rarely,Research & Development,11,Male,3,2,HCR,1,Married,6833,1,yes,12,3,0,6,2,6,0,1,Graduation,2015,,Salary,WFH,4,3,no,Job Event,Contract
59,no,Travel_Rarely,Sales,3,Female,2,2,SE,4,Single,5171,5,no,17,3,0,13,2,6,0,5,Post-Graduation,2015,,Dept.Head,WFH,5,0,no,Job Event,Contract
29,no,Travel_Rarely,Research & Development,7,Male,3,2,HCR,4,Divorced,6623,1,yes,11,3,2,6,2,6,1,0,Post-Graduation,2015,,Dept.Head,OFFICE,2,0,no,Walk-in,Part Time
27,no,Travel_Frequently,Sales,2,Male,1,2,SE,4,Single,5071,3,no,20,4,0,8,3,6,0,0,PHD,2015,,Salary,WFH,5,3,no,Job Portal,Contract
41,no,Travel_Frequently,Research & Development,22,Female,3,2,RS,4,Divorced,5467,3,yes,14,3,2,12,4,6,3,3,12th,2015,,Work Accident,WFH,4,3,no,Walk-in,Contract
37,no,Travel_Rarely,Research & Development,4,Male,3,1,RS,3,Married,2996,7,yes,15,3,0,8,2,6,1,3,PHD,2015,,Better Opportunity,OFFICE,3,1,no,Recruiter,FullTime
39,no,Non-Travel,Research & Development,25,Male,3,3,HCR,3,Married,10920,3,no,21,4,1,13,2,6,0,5,Post-Graduation,2015,,Better Opportunity,OFFICE,4,2,yes,Job Portal,Contract
27,no,Travel_Rarely,Sales,10,Female,2,2,SE,4,Married,5769,1,yes,11,3,0,6,3,6,4,4,Graduation,2015,,Dept.Head,WFH,0,2,no,Job Event,Part Time
47,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Married,3420,7,no,12,3,1,17,2,6,1,2,12th,2015,,Better Opportunity,WFH,2,1,no,Job Event,FullTime
37,no,Non-Travel,Research & Development,5,Male,4,1,LT,3,Single,3500,0,no,14,3,0,7,2,6,1,3,PHD,2015,,Better Opportunity,WFH,4,0,no,Job Portal,Part Time
38,no,Travel_Frequently,Human Resources,10,Male,3,2,HR,3,Married,6077,3,no,11,3,0,10,2,6,1,2,Post-Graduation,2015,,Salary,OFFICE,4,1,no,Job Event,Part Time
32,no,Non-Travel,Research & Development,1,Male,3,2,RS,1,Married,4087,4,no,14,3,1,9,3,6,1,2,Graduation,2015,,Salary,WFH,1,1,yes,Job Portal,FullTime
29,no,Travel_Frequently,Research & Development,2,Male,3,2,HCR,4,Divorced,8853,1,no,19,3,1,6,0,6,1,3,PHD,2015,,Salary,OFFICE,2,3,yes,Walk-in,FullTime
43,no,Travel_Rarely,Research & Development,27,Male,4,1,LT,2,Divorced,4876,5,no,12,3,1,8,0,6,0,2,12th,2015,,Work Accident,OFFICE,2,2,yes,Walk-in,Contract
30,no,Travel_Rarely,Research & Development,7,Male,2,1,RS,2,Married,2141,1,no,12,3,1,6,3,6,1,1,Graduation,2015,,Work Accident,OFFICE,0,0,yes,Job Event,FullTime
24,no,Travel_Frequently,Research & Development,2,Female,3,1,RS,4,Single,3760,1,yes,13,3,0,6,2,6,1,3,12th,2015,,Better Opportunity,OFFICE,4,0,yes,Job Portal,Part Time
33,no,Travel_Rarely,Sales,2,Male,3,2,SE,4,Divorced,5505,1,no,14,3,2,6,5,6,0,4,Graduation,2015,,Work Environment,WFH,3,2,yes,Job Event,FullTime
33,no,Non-Travel,Sales,16,Female,3,2,SE,4,Divorced,5368,1,yes,25,4,1,7,2,6,1,2,Graduation,2015,,Salary,OFFICE,0,0,no,Walk-in,FullTime
37,no,Travel_Frequently,Sales,1,Male,1,2,SE,4,Divorced,9525,1,no,14,3,2,6,2,6,1,3,Graduation,2015,,Work Environment,OFFICE,3,3,no,Job Event,Contract
24,no,Travel_Rarely,Research & Development,29,Male,3,1,LT,1,Divorced,3907,1,no,13,3,3,6,2,6,1,2,Graduation,2015,,Salary,WFH,4,1,yes,Recruiter,Part Time
27,no,Travel_Rarely,Research & Development,8,Female,3,1,RS,4,Single,3445,1,no,11,3,0,6,5,6,1,4,Graduation,2015,,Better Opportunity,WFH,3,3,yes,Recruiter,Contract
38,no,Travel_Frequently,Research & Development,2,Female,2,1,LT,2,Married,2468,4,no,14,3,1,9,4,6,0,5,Graduation,2015,,Salary,OFFICE,0,0,no,Recruiter,FullTime
42,no,Non-Travel,Research & Development,10,Male,3,1,RS,3,Married,2936,3,no,22,4,2,10,1,6,3,3,PHD,2015,,Better Opportunity,OFFICE,4,2,yes,Job Portal,Part Time
38,no,Travel_Frequently,Human Resources,1,Male,3,1,HR,2,Married,2991,0,yes,11,3,1,7,2,6,1,2,PHD,2015,,Dept.Head,OFFICE,1,3,no,Recruiter,Contract
32,no,Travel_Rarely,Research & Development,29,Female,2,1,LT,2,Single,2837,1,no,13,3,0,6,3,6,4,1,Post-Graduation,2015,,Work Accident,WFH,1,3,yes,Walk-in,Part Time
39,no,Non-Travel,Research & Development,9,Male,3,5,Mngr,4,Single,19431,2,no,13,3,0,21,3,6,1,3,Post-Graduation,2015,,Work Environment,WFH,1,1,no,Job Event,Contract
50,yes,Travel_Frequently,Sales,1,Male,3,2,SE,3,Divorced,6728,7,no,12,3,2,12,3,6,0,1,Graduation,2015,,Dept.Head,OFFICE,5,0,no,Recruiter,Contract
36,no,Travel_Rarely,Sales,11,Female,2,2,SE,4,Married,6652,4,no,13,3,1,8,2,6,0,0,12th,2015,,Better Opportunity,OFFICE,2,3,no,Job Event,Contract
27,no,Travel_Rarely,Research & Development,4,Male,4,2,MD,2,Married,6142,1,yes,20,4,1,6,0,6,0,3,Post-Graduation,2015,,Salary,OFFICE,5,0,yes,Job Portal,Contract
32,no,Travel_Frequently,Research & Development,2,Male,3,1,LT,4,Single,3068,0,no,13,3,0,8,2,7,3,6,PHD,2014,,Salary,WFH,5,1,yes,Walk-in,Part Time
36,no,Travel_Rarely,Research & Development,27,Male,3,2,HCR,3,Married,5237,6,no,13,3,2,17,3,7,7,7,12th,2014,,Work Environment,OFFICE,0,2,no,Recruiter,Contract
31,no,Travel_Rarely,Research & Development,7,Male,3,2,LT,4,Divorced,5915,3,no,22,4,1,10,3,7,1,7,Post-Graduation,2014,,Better Opportunity,WFH,5,3,no,Recruiter,FullTime
37,no,Travel_Rarely,Research & Development,1,Male,2,2,MD,3,Divorced,5993,1,no,18,3,1,7,2,7,0,7,Post-Graduation,2014,,Dept.Head,WFH,0,3,no,Job Event,Part Time
33,no,Non-Travel,Sales,22,Male,3,2,SE,2,Married,6146,0,no,13,3,1,8,2,7,0,7,PHD,2014,,Work Accident,OFFICE,4,3,no,Job Portal,Contract
31,yes,Travel_Rarely,Sales,6,Male,1,2,SE,3,Married,6172,4,yes,18,3,0,12,3,7,7,7,Post-Graduation,2014,,Salary,WFH,1,1,no,Job Portal,Part Time
41,no,Travel_Frequently,Research & Development,10,Male,2,4,Mngr,1,Divorced,17181,4,no,13,3,1,21,2,7,7,7,Post-Graduation,2014,,Dept.Head,OFFICE,2,2,yes,Walk-in,Part Time
53,no,Travel_Rarely,Sales,6,Male,3,2,SRep,3,Married,2306,2,yes,20,4,1,13,3,7,4,5,PHD,2014,,Work Environment,WFH,0,1,no,Recruiter,Contract
51,no,Travel_Rarely,Research & Development,3,Female,3,4,HCR,2,Single,13734,3,no,18,3,0,21,6,7,1,0,Graduation,2014,,Salary,WFH,0,2,yes,Recruiter,FullTime
27,no,Travel_Rarely,Research & Development,9,Female,3,1,RS,2,Single,2279,1,no,16,3,0,7,2,7,0,3,12th,2014,,Salary,WFH,1,1,yes,Job Event,Contract
38,no,Travel_Rarely,Research & Development,29,Male,3,2,MD,4,Married,6261,3,no,18,3,1,9,3,7,1,7,12th,2014,,Better Opportunity,OFFICE,3,0,no,Recruiter,FullTime
49,no,Non-Travel,Research & Development,18,Male,3,2,MD,4,Divorced,6804,1,yes,15,3,2,7,0,7,1,7,12th,2014,,Work Accident,WFH,2,0,no,Walk-in,Part Time
40,no,Travel_Rarely,Research & Development,19,Male,3,2,LT,4,Married,2741,8,yes,15,3,1,15,2,7,3,7,Post-Graduation,2014,,Better Opportunity,OFFICE,3,2,yes,Job Portal,FullTime
27,no,Travel_Frequently,Sales,20,Female,3,2,SE,3,Single,9981,1,no,14,3,0,7,2,7,0,7,PHD,2014,,Work Environment,WFH,2,3,no,Job Event,Part Time
50,no,Travel_Rarely,Sales,1,Female,3,5,Mngr,4,Divorced,19517,3,no,11,3,1,32,3,7,0,6,Post-Graduation,2014,,Work Accident,OFFICE,1,2,no,Walk-in,Contract
46,no,Travel_Rarely,Sales,2,Female,1,4,Mngr,2,Married,16872,3,yes,12,3,1,28,2,7,7,7,PHD,2014,,Better Opportunity,OFFICE,2,0,yes,Job Portal,FullTime
35,no,Travel_Rarely,Research & Development,22,Female,4,3,Mngr,2,Divorced,11996,7,no,18,3,1,10,6,7,6,2,Graduation,2014,,Work Environment,OFFICE,5,0,no,Job Portal,FullTime
49,no,Travel_Rarely,Research & Development,1,Female,2,4,HCR,3,Single,13964,7,yes,12,3,0,25,2,7,0,7,Post-Graduation,2014,,Better Opportunity,WFH,5,1,yes,Walk-in,Contract
31,no,Travel_Rarely,Sales,7,Male,3,2,SE,4,Divorced,7547,4,no,12,3,3,13,3,7,1,7,Post-Graduation,2014,,Work Environment,OFFICE,0,2,yes,Job Portal,FullTime
32,no,Travel_Rarely,Research & Development,2,Female,4,2,RS,4,Single,5055,7,no,16,3,0,10,0,7,0,7,12th,2014,,Dept.Head,WFH,1,1,no,Job Portal,Part Time
33,no,Travel_Frequently,Sales,10,Male,2,2,SE,4,Single,4682,3,no,14,3,0,9,6,7,0,1,PHD,2014,,Work Accident,OFFICE,5,0,yes,Walk-in,Contract
29,yes,Travel_Rarely,Research & Development,8,Male,1,1,LT,1,Married,2119,1,yes,11,3,0,7,4,7,0,7,Graduation,2014,,Dept.Head,WFH,0,0,yes,Walk-in,FullTime
29,no,Travel_Rarely,Sales,10,Female,2,2,SE,2,Divorced,8268,1,yes,14,3,2,7,2,7,1,7,12th,2014,,Better Opportunity,OFFICE,5,2,yes,Walk-in,Part Time
37,no,Travel_Rarely,Research & Development,6,Male,4,2,RS,1,Divorced,5974,4,yes,13,3,2,13,2,7,6,7,Graduation,2014,,Work Accident,WFH,3,0,yes,Walk-in,Part Time
40,no,Travel_Rarely,Research & Development,10,Female,4,1,LT,3,Married,2213,3,yes,13,3,1,10,3,7,1,7,12th,2014,,Salary,WFH,5,2,no,Walk-in,FullTime
28,no,Travel_Rarely,Sales,9,Male,3,2,SE,4,Single,5253,1,no,16,3,0,7,1,7,0,7,Graduation,2014,,Salary,OFFICE,4,0,no,Recruiter,FullTime
51,no,Travel_Rarely,Sales,14,Female,3,2,SE,4,Married,4936,4,no,11,3,1,18,2,7,0,7,PHD,2014,,Dept.Head,WFH,4,1,yes,Job Portal,FullTime
56,no,Travel_Frequently,Sales,6,Female,4,4,SE,1,Married,13212,9,no,11,3,3,36,0,7,7,7,Graduation,2014,,Work Environment,OFFICE,5,1,yes,Walk-in,FullTime
34,no,Travel_Rarely,Research & Development,2,Male,2,1,RS,3,Divorced,2768,3,no,12,3,1,14,3,7,5,7,12th,2014,,Salary,WFH,2,0,yes,Recruiter,Part Time
33,yes,Travel_Rarely,Research & Development,15,Male,3,3,Mngr,3,Married,13610,7,yes,12,3,0,15,2,7,7,7,12th,2014,,Dept.Head,OFFICE,2,1,no,Job Event,Part Time
26,yes,Travel_Frequently,Human Resources,17,Female,3,1,HR,3,Divorced,2741,0,yes,11,3,1,8,2,7,1,0,Graduation,2014,,Dept.Head,WFH,4,3,yes,Job Event,Contract
25,no,Travel_Rarely,Sales,13,Male,3,1,SRep,3,Married,2096,1,no,11,3,0,7,1,7,0,6,PHD,2014,,Work Accident,OFFICE,1,1,no,Job Event,Contract
31,no,Travel_Rarely,Sales,6,Male,4,2,SE,4,Divorced,5460,4,no,22,4,2,13,4,7,5,7,PHD,2014,,Work Accident,WFH,4,1,no,Recruiter,Part Time
